Clinic Name,Exact Item Name (Inventory),Fuzzy Item Name (Clinic-Requested),SKU ID,Season (Needed By),Frequency,Volume
Clinic 6,,bulk soap set,,Fall–Spring,Ongoing,66
Clinic 6,,tooth care bundle,,Fall–Spring,Ongoing,35
Clinic 6,,community hygiene kit,,Fall–Spring,As Needed,56
Clinic 6,,community hygiene kit,,Fall–Spring,As Needed,69
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Fall–Spring,Ongoing,87
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric fce cover not a medical mask single use,BC-ST323,Fall–Spring,Ongoing,99
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open seson toothbru sh 2022,OS-11870-TBS22,Fall–Spring,Ongoing,107
Clinic 6,,tooth care bundle,,Fall–Spring,Ongoing,41
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbru sh 2022,OS-11870-TBS22,Fall–Spring,Ongoing,114
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Fall–Spring,Ongoing,105
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical maks single use,BC-ST323,Fall–Spring,As Needed,97
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbrush 2022,OS-11870-TBS22,Fall–Spring,Ongoing,51
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tothpaste  -  individually  boxed,DK-RTP27B,Fall–Spring,Ongoing,48
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,toothpste  -  individually  boxed,DK-RTP27B,Fall–Spring,Ongoing,68
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tothpste - individually boxed,DK-RTP27B,Fall–Spring,Ongoing,87
Clinic 6,,tooth care bundle,,Fall–Spring,As Needed,55
Clinic 6,,bulk soap set,,Fall–Spring,Ongoing,61
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha  open  season  toothbru  sh  2022,OS-11870-TBS22,Fall–Spring,Ongoing,97
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e constarch powder 22oz,KEN-381371178650,Fall–Spring,Ongoing,111
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Fall–Spring,Ongoing,57
Clinic 6,,bulk soap set,,Fall–Spring,As Needed,56
Clinic 6,,tooth care bundle,,Fall–Spring,As Needed,63
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-and-vitamin-e-cornstarch-powder-22oz,KEN-381371178650,Fall–Spring,As Needed,84
Clinic 6,,community hygiene kit,,Fall–Spring,As Needed,66
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbru sh 2022,OS-11870-TBS22,Fall–Spring,As Needed,104
Clinic 6,,tooth care bundle,,Fall–Spring,As Needed,70
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e corntarch powder 22oz,KEN-381371178650,Fall–Spring,As Needed,68
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Fall–Spring,As Needed,115
Clinic 6,,bulk soap set,,Fall–Spring,As Needed,20
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tootpste- individually boxed,DK-RTP27B,Fall–Spring,As Needed,102
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbru sh 222,OS-11870-TBS22,Fall–Spring,Ongoing,97
Clinic 6,,tooth care bundle,,Fall–Spring,As Needed,35
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbru sh 2022,OS-11870-TBS22,Fall–Spring,As Needed,111
Clinic 6,,tooth care bundle,,Fall–Spring,As Needed,24
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Fall–Spring,Ongoing,43
Clinic 6,,tooth care bundle,,Fall–Spring,As Needed,70
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,toothpast - inividually boxed,DK-RTP27B,Fall–Spring,Ongoing,35
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,toothpast - individually boxed,DK-RTP27B,Fall–Spring,Ongoing,103
Clinic 6,,tooth care bundle,,Fall–Spring,As Needed,23
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Fall–Spring,Ongoing,112
Clinic 6,,community hygiene kit,,Fall–Spring,As Needed,57
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrush 2022,OS-11870-TBS22,Fall–Spring,As Needed,80
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight  fabric  face  cover  not  a  medical  mask  single  use,BC-ST323,Fall–Spring,Ongoing,71
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season totbrush 2022,OS-11870-TBS22,Fall–Spring,Ongoing,118
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbrsh 2022,OS-11870-TBS22,Fall–Spring,Ongoing,87
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight-fabric-face-cover-not-a-medical-masc-single-use,BC-ST323,Fall–Spring,Ongoing,92
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight  fabric  face  cover  not  a  medical  masc  single  use,BC-ST323,Fall–Spring,Ongoing,110
Clinic 6,,bulk soap set,,Fall–Spring,As Needed,62
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha  open  season  tothbrsh  2022,OS-11870-TBS22,Fall–Spring,As Needed,64
Clinic 6,,tooth care bundle,,Fall–Spring,As Needed,55
Clinic 6,,bulk soap set,,Fall–Spring,As Needed,60
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,toothpste - individually boxed,DK-RTP27B,Fall–Spring,Ongoing,105
Clinic 6,,tooth care bundle,,Fall–Spring,As Needed,50
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha-open-season-tootbru-sh-2022,OS-11870-TBS22,Fall–Spring,Ongoing,61
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,toothpast - individually boxed,DK-RTP27B,Fall–Spring,Ongoing,101
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tothpaste  individually boxed,DK-RTP27B,Fall–Spring,Ongoing,107
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamn e cornstarch powder 22oz,KEN-381371178650,Fall–Spring,Ongoing,96
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrush 2022,OS-11870-TBS22,Fall–Spring,Ongoing,73
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical masc single use,BC-ST323,Fall–Spring,Ongoing,53
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbru sh 2022,OS-11870-TBS22,Fall–Spring,As Needed,74
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Fall–Spring,Ongoing,119
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Fall–Spring,Ongoing,104
Clinic 6,,bulk soap set,,Fall–Spring,As Needed,39
Clinic 6,,community hygiene kit,,Fall–Spring,As Needed,49
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tohbrsh 2022,OS-11870-TBS22,Fall–Spring,As Needed,63
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Fall–Spring,Ongoing,116
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tothpste - individually boxed,DK-RTP27B,Fall–Spring,Ongoing,108
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrsh 2022,OS-11870-TBS22,Fall–Spring,Ongoing,38
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrush 2022,OS-11870-TBS22,Fall–Spring,Ongoing,36
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical masc single use,BC-ST323,Fall–Spring,As Needed,78
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbru sh 2022,OS-11870-TBS22,Fall–Spring,Ongoing,60
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrsh 2022,OS-11870-TBS22,Fall–Spring,As Needed,111
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha opn season toothbrsh 2022,OS-11870-TBS22,Fall–Spring,As Needed,95
Clinic 6,,bulk soap set,,Fall–Spring,Ongoing,32
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tootpaste--individually-boxed,DK-RTP27B,Fall–Spring,As Needed,35
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not amedical maks single use,BC-ST323,Fall–Spring,Ongoing,90
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Fall–Spring,As Needed,81
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Fall–Spring,As Needed,72
Clinic 6,,bulk soap set,,Fall–Spring,As Needed,30
Clinic 6,,tooth care bundle,,Fall–Spring,As Needed,62
Clinic 6,,tooth care bundle,,Fall–Spring,As Needed,24
Clinic 6,,tooth care bundle,,Fall–Spring,As Needed,75
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tothpast - individually boxed,DK-RTP27B,Fall–Spring,Ongoing,73
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tootpaste - individually boxed,DK-RTP27B,Fall–Spring,Ongoing,76
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe  and  vitamin  e  cornstarch  powder  22oz,KEN-381371178650,Fall–Spring,Ongoing,60
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Fall–Spring,Ongoing,114
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tothpast  -  individually  boxed,DK-RTP27B,Fall–Spring,Ongoing,32
Clinic 6,,bulk soap set,,Fall–Spring,As Needed,67
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha-open-season-tootbrush-2022,OS-11870-TBS22,Fall–Spring,Ongoing,80
Clinic 6,,tooth care bundle,,Fall–Spring,Ongoing,28
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 2oz,KEN-381371178650,Fall–Spring,As Needed,59
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tothpaste  -  individually  boxed,DK-RTP27B,Fall–Spring,Ongoing,80
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrush 2022,OS-11870-TBS22,Fall–Spring,As Needed,111
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tootpast - individually boxed,DK-RTP27B,Fall–Spring,Ongoing,85
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-and-vitamin-e-cornstarch-powder-22oz,KEN-381371178650,Fall–Spring,Ongoing,85
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,toothste - individually boxed,DK-RTP27B,Fall–Spring,Ongoing,119
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrush 2022,OS-11870-TBS22,Fall–Spring,Ongoing,96
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Fall–Spring,As Needed,119
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Fall–Spring,Ongoing,39
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical maks single use,BC-ST323,Fall–Spring,Ongoing,45
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tootpast - individualy boxed,DK-RTP27B,Fall–Spring,As Needed,32
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Fall–Spring,As Needed,95
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tothpaste - individually boxed,DK-RTP27B,Fall–Spring,Ongoing,104
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tohbru sh 2022,OS-11870-TBS22,Fall–Spring,Ongoing,70
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical maks single use,BC-ST323,Fall–Spring,Ongoing,66
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight-fabric-face-cover-not-a-medical-masc-single-use,BC-ST323,Fall–Spring,Ongoing,101
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Fall–Spring,Ongoing,102
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Fall–Spring,Ongoing,102
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Fall–Spring,Ongoing,109
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrsh 2022,OS-11870-TBS22,Fall–Spring,Ongoing,31
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,eha open season tootbru sh 2022,OS-11870-TBS22,Fall–Spring,As Needed,87
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-and-vitamin-e-cornstarch-powder-22oz,KEN-381371178650,Fall–Spring,Ongoing,115
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tootpast - individually boxed,DK-RTP27B,Fall–Spring,Ongoing,49
Clinic 6,TOOTHPASTE - INDIVIDUALLY BOXED,tothpaste - individually boxed,DK-RTP27B,Fall–Spring,Ongoing,81
Clinic 6,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Fall–Spring,As Needed,105
Clinic 6,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Fall–Spring,Ongoing,58
Clinic 6,,bulk soap set,,Fall–Spring,As Needed,79
Clinic 6,,community hygiene kit,,Fall–Spring,As Needed,20
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbrush 2022,OS-11870-TBS22,Fall–Spring,As Needed,50
Clinic 6,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrsh 202,OS-11870-TBS22,Fall–Spring,Ongoing,69
Clinic 6,,tooth care bundle,,Fall–Spring,As Needed,69
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,16
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,gehaopen season tothbru sh 2022,OS-11870-TBS22,Summer–Fall,As Needed,64
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  chloraprep™  hi-lite  orange™  10.5  ml  applicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol  terile,BD-930715,Summer–Fall,Ongoing,28
Clinic 5,,urgent wound kit,,Summer–Fall,Ongoing,22
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,44
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,As Needed,99
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine luconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,15
Clinic 5,,field bandage bundle,,Summer–Fall,Ongoing,31
Clinic 5,TOOTHPASTE - INDIVIDUALLY BOXED,tothpste - individually boxd,DK-RTP27B,Summer–Fall,Ongoing,65
Clinic 5,SYRINGE 60ML LL LATEX FREE CONFIGURE,syringe 60ml ll latex free configure,BD-309653,Summer–Fall,Ongoing,30
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,26
Clinic 5,SYRINGE 60ML LL LATEX FREE CONFIGURE,syringe 60ml ll latex free configure,BD-309653,Summer–Fall,Ongoing,40
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,22
Clinic 5,SAFETY NEEDLE 25G 5/8IN FLIPLOCK,safetyneedle 25g 5/8in fliplock,HS-SND486,Summer–Fall,As Needed,48
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930415,Summer–Fall,Ongoing,47
Clinic 5,PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 1 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930480NSB,Summer–Fall,Ongoing,32
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,13
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbrsh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,59
Clinic 5,,first-aid refill,,Summer–Fall,Ongoing,29
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,21
Clinic 5,TOOTHPASTE - INDIVIDUALLY BOXED,tothpste - individually bxed,DK-RTP27B,Summer–Fall,Ongoing,74
Clinic 5,PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930400,Summer–Fall,Ongoing,43
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,28
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,40
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbru sh 2022,OS-11870-TBS22,Summer–Fall,As Needed,86
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight-fabric-face-cover-not-a-medical-mask-single-use,BC-ST323,Summer–Fall,As Needed,81
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamn e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,98
Clinic 5,SYRINGE 60ML LL LATEX FREE CONFIGURE,syringe  60ml  ll  latex  free  configure,BD-309653,Summer–Fall,As Needed,21
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,10
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,14
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical masc single use,BC-ST323,Summer–Fall,As Needed,113
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,40
Clinic 5,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile-gloves,-powder-free,-non-sterile-size-large-ambidextrous-asst-colors",GEN-EG-NITRILE-LG,Summer–Fall,Ongoing,21
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight  fabric  face  cover  not  a  medical  mask  single  use,BC-ST323,Summer–Fall,Ongoing,76
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-and-vitamin-e-corstarch-powder-22oz,KEN-381371178650,Summer–Fall,Ongoing,47
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,25
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,34
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbru sh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,32
Clinic 5,TOOTHPASTE - INDIVIDUALLY BOXED,toothpaste - individuall boxed,DK-RTP27B,Summer–Fall,As Needed,61
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e corstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,81
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,42
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical masc single use,BC-ST323,Summer–Fall,Ongoing,83
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,As Needed,42
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930415,Summer–Fall,As Needed,47
Clinic 5,,first-aid refill,,Summer–Fall,Ongoing,11
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrush 2022,OS-11870-TBS22,Summer–Fall,Ongoing,87
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,33
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,12
Clinic 5,PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 1 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930480NSB,Summer–Fall,Ongoing,20
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical maks single use,BC-ST323,Summer–Fall,Ongoing,95
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbru sh 2022,OS-11870-TBS22,Summer–Fall,As Needed,107
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,20
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical masc single use,BC-ST323,Summer–Fall,Ongoing,59
Clinic 5,,first-aid refill,,Summer–Fall,Ongoing,26
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,41
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical masc single use,BC-ST323,Summer–Fall,As Needed,38
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,17
Clinic 5,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile-golves,-powder-free,-non-sterile-size-large-ambidextrous-asst-colors",GEN-EG-NITRILE-LG,Summer–Fall,Ongoing,21
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrsh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,64
Clinic 5,TOOTHPASTE - INDIVIDUALLY BOXED,toothpaste  -  individually  boxed,DK-RTP27B,Summer–Fall,Ongoing,116
Clinic 5,PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  chloraprep™  clear  10.5  ml  applicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol  sterile,BD-930700,Summer–Fall,As Needed,48
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical maks single use,BC-ST323,Summer–Fall,Ongoing,93
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,36
Clinic 5,,first-aid refill,,Summer–Fall,Ongoing,27
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-ad-vitamin-e-cornstarch-powder-22oz,KEN-381371178650,Summer–Fall,Ongoing,32
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,38
